Адриановский переулок, Мещанской части.
Юшковский переулок, Городской части.

Юшковский переулок, Мясницкой части.

Юшков переулок, Хамовнической части.

Я
Якиманская Большая улица, Якиманской части.

Якиманская Малая улица, Якиманской части.

Якиманский переулок, Якиманской части.

Яковлевский переулок, Яузской части.

Яузская улица, Яузской части.
